Document Number,Amount in local currency,Supplier,Document Type
110000295,-400.0,E000690,AB
110000296,-500.0,E000690,AB
Clearing Document 200002735,-900.0,,
110000298,-513.0,E001003,AB
Clearing Document 200002736,-513.0,,
110000299,-567.0,E001084,AB
Clearing Document 200002737,-567.0,,
110000304,-475.5,E001220,AB
Clearing Document 200002758,-475.5,,
110000305,-475.5,E001513,AB
Clearing Document 200002759,-475.5,,
110000300,-463.5,E000222,AB
Clearing Document 200002779,-463.5,,
110000225,-906.7,E000251,AB
Clearing Document 200002806,-906.7,,
110000206,-731.34,E000276,AB
Clearing Document 200002807,-731.34,,
110000226,-1112.73,E000391,AB
Clearing Document 200002808,-1112.73,,
110000221,-582.4,E000437,AB
Clearing Document 200002810,-582.4,,
110000205,-662.0,E000572,AB
Clearing Document 200002811,-662.0,,
110000223,-499.5,E000996,AB
Clearing Document 200002813,-499.5,,
110000220,-72.23,E001081,AB
Clearing Document 200002814,-72.23,,
110000222,-272.2,E001085,AB
Clearing Document 200002815,-272.2,,
110000207,-716.47,E001111,AB
Clearing Document 200002816,-716.47,,
110000216,-735.29,E001152,AB
Clearing Document 200002817,-735.29,,
110000208,-52.7,E001369,AB
Clearing Document 200002818,-52.7,,
110000342,-750.0,E000487,AB
Clearing Document 200002935,-750.0,,
110000348,-900.0,E001050,AB
Clearing Document 200002936,-900.0,,
110000349,-399.5,E001210,AB
Clearing Document 200002937,-399.5,,
110000350,-137.5,E000986,AB
Clearing Document 200002938,-137.5,,
110000351,-393.3,E000635,AB
Clearing Document 200002939,-393.3,,
110000352,-371.6,E001096,AB
110000353,-427.1,E001096,AB
Clearing Document 200002940,-798.7,,
110000329,-265.0,E000812,AB
Clearing Document 200003103,-265.0,,
110000326,-130.93,E000263,AB
110000327,-618.0,E000263,AB
110000328,-357.0,E000263,AB
Clearing Document 200003117,-1105.93,,
110000321,-178.31,E000690,AB
Clearing Document 200003118,-178.31,,
110000317,-686.0,E000783,AB
Clearing Document 200003119,-686.0,,
110000322,-686.0,E000841,AB
Clearing Document 200003120,-686.0,,
110000316,-703.5,E001145,AB
Clearing Document 200003121,-703.5,,
110000324,-686.0,E001250,AB
Clearing Document 200003122,-686.0,,
110000323,-75.0,E001409,AB
Clearing Document 200003123,-75.0,,
110000347,-20.0,E000921,AB
Clearing Document 200003132,-20.0,,
110000375,-304.69,E000973,AB
Clearing Document 200003133,-304.69,,
110000331,-420.0,E000924,AB
Clearing Document 200003154,-420.0,,
110000332,-31.0,E000995,AB
Clearing Document 200003155,-31.0,,
110000377,-44.0,E001175,AB
Clearing Document 200003156,-44.0,,
110000367,-479.0,E000135,AB
Clearing Document 200003165,-479.0,,
110000378,-357.0,E000714,AB
Clearing Document 200003167,-357.0,,
110000379,-87.6,E001150,AB
Clearing Document 200003168,-87.6,,
110000369,-79.5,E001222,AB
Clearing Document 200003169,-79.5,,
110000381,-686.2,E001273,AB
110000382,-255.4,E001273,AB
Clearing Document 200003171,-941.6,,
110000383,-276.0,E001276,AB
Clearing Document 200003173,-276.0,,
110000374,-748.0,E001463,AB
Clearing Document 200003174,-748.0,,
110000366,-669.65,E000566,AB
Clearing Document 200003188,-669.65,,
110000363,-382.5,E001107,AB
Clearing Document 200003189,-382.5,,
110000361,-40.0,E001122,AB
Clearing Document 200003190,-40.0,,
110000365,-192.95,E001202,AB
Clearing Document 200003191,-192.95,,
110000364,-713.0,E001515,AB
Clearing Document 200003192,-713.0,,
110000362,-79.5,E001532,AB
Clearing Document 200003193,-79.5,,
110000358,-400.0,E000679,AB
Clearing Document 200003211,-400.0,,
110000410,-400.0,E000186,AB
Clearing Document 200003262,-400.0,,
110000315,-79.9,E000710,AB
Clearing Document 200003272,-79.9,,
110000325,-148.45,E001367,AB
Clearing Document 200003273,-148.45,,
110000402,-1000.0,E001076,AB
Clearing Document 200003274,-1000.0,,
110000399,-721.6,E000297,AB
Clearing Document 200003275,-721.6,,
110000398,-14.0,E001365,AB
Clearing Document 200003276,-14.0,,
110000400,-439.5,E001539,AB
Clearing Document 200003277,-439.5,,
110000423,-400.0,E001015,AB
Clearing Document 200003369,-400.0,,
110000424,-506.31,E001044,AB
Clearing Document 200003370,-506.31,,
110000436,-400.0,E000682,AB
Clearing Document 200003375,-400.0,,
110000438,-400.0,E000809,AB
Clearing Document 200003376,-400.0,,
110000441,-400.0,E001046,AB
Clearing Document 200003377,-400.0,,
110000437,-450.0,E001198,AB
Clearing Document 200003378,-450.0,,
110000247,-270.0,E000923,AB
Clearing Document 200003418,-270.0,,
110000444,-640.0,E001313,AB
Clearing Document 200003443,-640.0,,
110000448,-170.0,E001534,AB
Clearing Document 200003450,-170.0,,
110000446,-115.0,E001500,AB
Clearing Document 200003451,-115.0,,
110000447,-115.0,E001557,AB
Clearing Document 200003452,-115.0,,
110000445,-396.8,E001362,AB
Clearing Document 200003453,-396.8,,
110000416,-692.0,E000503,AB
Clearing Document 200003456,-692.0,,
110000414,-536.69,E001314,AB
Clearing Document 200003457,-536.69,,
110000417,-35.0,E001452,AB
110000418,-290.0,E001452,AB
Clearing Document 200003458,-325.0,,
110000449,-261.12,E000645,AB
Clearing Document 200003466,-261.12,,
110000450,-1174.17,E001398,AB
Clearing Document 200003467,-1174.17,,
110000451,-127.9,E001507,AB
Clearing Document 200003468,-127.9,,
110000443,-400.0,E000810,AB
Clearing Document 200003472,-400.0,,
110000457,-492.65,E000812,AB
Clearing Document 200003486,-492.65,,
110000463,-555.5,E000400,AB
Clearing Document 200003510,-555.5,,
110000462,-140.0,E000244,AB
Clearing Document 200003511,-140.0,,
110000461,-761.71,E000954,AB
Clearing Document 200003512,-761.71,,
110000467,-534.0,E001211,AB
110000468,-625.0,E001211,AB
Clearing Document 200003514,-1159.0,,
110000465,-445.0,E001287,AB
110000466,-786.0,E001287,AB
Clearing Document 200003515,-1231.0,,
110000464,-134.0,E001148,AB
Clearing Document 200003516,-134.0,,
110000470,-800.0,E001141,AB
Clearing Document 200003522,-800.0,,
110000478,-235.34,E001120,AB
Clearing Document 200003556,-235.34,,
110000480,-250.5,E000723,AB
Clearing Document 200003557,-250.5,,
110000483,-720.0,E000410,AB
Clearing Document 200003564,-720.0,,
110000469,-600.0,E001243,AB
Clearing Document 200003572,-600.0,,
110000481,-600.0,E000493,AB
Clearing Document 200003573,-600.0,,
110000479,-400.0,E000867,AB
Clearing Document 200003579,-400.0,,
110000482,-400.0,E001247,AB
Clearing Document 200003580,-400.0,,
110000477,-316.09,E001541,AB
Clearing Document 200003581,-316.09,,
110000471,-987.5,E000122,AB
Clearing Document 200003587,-987.5,,
110000472,-618.32,E001104,AB
Clearing Document 200003591,-618.32,,
110000484,-720.0,E000760,AB
Clearing Document 200003595,-720.0,,
110000474,-135.0,E001393,AB
110000475,-110.0,E001393,AB
Clearing Document 200003596,-245.0,,
110000476,-92.0,E000322,AB
Clearing Document 200003597,-92.0,,
110000511,-180.0,E000834,AB
Clearing Document 200003635,-180.0,,
110000501,-180.0,E001394,AB
Clearing Document 200003642,-180.0,,
110000486,-348.97,E001494,AB
Clearing Document 200003651,-348.97,,
110000518,-76.5,E000913,AB
Clearing Document 200003654,-76.5,,
110000517,-400.0,E000995,AB
Clearing Document 200003655,-400.0,,
110000519,-789.49,E001398,AB
Clearing Document 200003683,-789.49,,
110000412,-200.0,E001363,AB
Clearing Document 200003730,-200.0,,
110000515,-190.0,E001437,AB
Clearing Document 200003731,-190.0,,
110000524,-194.0,E001105,AB
Clearing Document 200003834,-194.0,,
110000526,-150.0,E001233,AB
Clearing Document 200003835,-150.0,,
110000522,-290.0,E001335,AB
Clearing Document 200003836,-290.0,,
110000521,-290.0,E001343,AB
Clearing Document 200003837,-290.0,,
110000525,-194.0,E001346,AB
Clearing Document 200003838,-194.0,,
110000523,-290.0,E001373,AB
Clearing Document 200003839,-290.0,,
110000455,-216.0,E001231,AB
Clearing Document 200003842,-216.0,,
110000454,-116.0,E001503,AB
Clearing Document 200003843,-116.0,,
110000536,-224.0,E000510,AB
Clearing Document 200003862,-224.0,,
110000534,-150.0,E001237,AB
Clearing Document 200003863,-150.0,,
110000535,-150.0,E001501,AB
Clearing Document 200003864,-150.0,,
110000528,-438.08,E000716,AB
Clearing Document 200003886,-438.08,,
110000527,-427.24,E001538,AB
Clearing Document 200003887,-427.24,,
110000554,-800.0,E001411,AB
Clearing Document 200003893,-800.0,,
110000529,-500.0,E001222,AB
Clearing Document 200003925,-500.0,,
110000530,-500.0,E001223,AB
Clearing Document 200003926,-500.0,,
110000551,-200.0,E000491,AB
Clearing Document 200003933,-200.0,,
110000537,-200.0,E001373,AB
Clearing Document 200003934,-200.0,,
110000548,-200.0,E001442,AB
Clearing Document 200003935,-200.0,,
110000549,-200.0,E001502,AB
Clearing Document 200003936,-200.0,,
110000550,-200.0,E001526,AB
Clearing Document 200003937,-200.0,,
110000552,-200.0,E000338,AB
Clearing Document 200003938,-200.0,,
110000546,-200.0,E000982,AB
Clearing Document 200003939,-200.0,,
110000545,-190.0,E000983,AB
Clearing Document 200003940,-190.0,,
110000544,-200.0,E001343,AB
Clearing Document 200003941,-200.0,,
110000547,-190.0,E001346,AB
Clearing Document 200003942,-190.0,,
110000543,-200.0,E001105,AB
Clearing Document 200003952,-200.0,,
110000541,-200.0,E001232,AB
Clearing Document 200003953,-200.0,,
110000538,-190.0,E001335,AB
Clearing Document 200003954,-190.0,,
110000539,-200.0,E001388,AB
Clearing Document 200003955,-200.0,,
110000540,-200.0,E001528,AB
Clearing Document 200003956,-200.0,,
110000542,-200.0,E001505,AB
Clearing Document 200003957,-200.0,,
110000473,-279.2,E001303,AB
Clearing Document 200003960,-279.2,,
110000568,-200.0,E001236,AB
Clearing Document 200003972,-200.0,,
110000558,-26.25,E000843,AB
Clearing Document 200003991,-26.25,,
110000560,-500.0,E001048,AB
Clearing Document 200004049,-500.0,,
110000559,-500.0,E001082,AB
Clearing Document 200004050,-500.0,,
110000561,-306.5,E001018,AB
Clearing Document 200004051,-306.5,,
110000582,-62.11,E001077,AB
Clearing Document 200004057,-62.11,,
110000580,-309.74,E001141,AB
Clearing Document 200004058,-309.74,,
110000578,-44.2,E001039,AB
110000579,-20.0,E001039,AB
Clearing Document 200004059,-64.2,,
110000576,-362.35,E001263,AB
Clearing Document 200004060,-362.35,,
110000577,-20.0,E001501,AB
Clearing Document 200004061,-20.0,,
110000488,-48.88,E000267,AB
110000489,-42.15,E000267,AB
110000490,-107.1,E000267,AB
110000491,-623.76,E000267,AB
Clearing Document 200004062,-821.89,,
110000498,-205.0,E000648,AB
110000499,-210.0,E000648,AB
110000500,-399.2,E000648,AB
Clearing Document 200004063,-814.2,,
110000504,-17.5,E000925,AB
110000505,-17.5,E000925,AB
Clearing Document 200004065,-35.0,,
110000487,-113.3,E001075,AB
Clearing Document 200004066,-113.3,,
110000503,-472.5,E001110,AB
Clearing Document 200004067,-472.5,,
110000502,-175.0,E001137,AB
Clearing Document 200004068,-175.0,,
110000456,-475.5,E001283,AB
Clearing Document 200004069,-475.5,,
110000506,-615.0,E001532,AB
Clearing Document 200004070,-615.0,,
110000512,-750.0,E000334,AB
Clearing Document 200004071,-750.0,,
110000514,-850.0,E001142,AB
Clearing Document 200004072,-850.0,,
110000513,-769.0,E001512,AB
Clearing Document 200004073,-769.0,,
110000435,-360.0,E000952,AB
Clearing Document 200004075,-360.0,,
110000442,-222.5,E001076,AB
Clearing Document 200004076,-222.5,,
110000596,-400.0,E000228,AB
Clearing Document 200004077,-400.0,,
110000594,-300.0,E000777,AB
Clearing Document 200004078,-300.0,,
110000595,-400.0,E001382,AB
Clearing Document 200004079,-400.0,,
110000591,-477.0,E001409,AB
Clearing Document 200004080,-477.0,,
110000592,-540.0,E000280,AB
Clearing Document 200004081,-540.0,,
110000593,-400.0,E001353,AB
Clearing Document 200004082,-400.0,,
110000587,-819.5,E000716,AB
Clearing Document 200004087,-819.5,,
110000585,-419.46,E000737,AB
Clearing Document 200004088,-419.46,,
110000586,-419.46,E001024,AB
Clearing Document 200004089,-419.46,,
110000581,-184.0,E000607,AB
Clearing Document 200004090,-184.0,,
110000584,-480.16,E001026,AB
Clearing Document 200004091,-480.16,,
110000583,-686.42,E001548,AB
Clearing Document 200004092,-686.42,,
110000574,-184.0,E000529,AB
110000575,-492.65,E000529,AB
Clearing Document 200004093,-676.65,,
110000573,-300.0,E001507,AB
Clearing Document 200004094,-300.0,,
110000588,-209.0,E001303,AB
Clearing Document 200004112,-209.0,,
110000708,-779.2,E001275,AB
Clearing Document 200005152,-779.2,,
110000532,-197.5,E000763,AB
Clearing Document 200005155,-197.5,,
110000531,-138.5,E001135,AB
Clearing Document 200005156,-138.5,,
110000705,-720.0,E001275,AB
Clearing Document 200005157,-720.0,,
110000704,-327.0,E000490,AB
Clearing Document 200005158,-327.0,,
110000706,-45.65,E001537,AB
Clearing Document 200005167,-45.65,,
110000707,-106.25,E001338,AB
Clearing Document 200005168,-106.25,,
110000702,-96.5,E000913,AB
110000703,-96.5,E000913,AB
Clearing Document 200005208,-193.0,,
110000701,-20.0,E000924,AB
Clearing Document 200005209,-20.0,,
110000711,-200.0,E000375,AB
Clearing Document 200005216,-200.0,,
110000726,-432.0,E000913,AB
Clearing Document 200005269,-432.0,,
110000727,-366.0,E000924,AB
Clearing Document 200005270,-366.0,,
110000589,-290.0,E000491,AB
Clearing Document 200005279,-290.0,,
110000496,-494.6,E000467,AB
110000497,-692.84,E000467,AB
Clearing Document 200005312,-1187.44,,
110000736,-600.0,E001357,AB
Clearing Document 200005336,-600.0,,
110000737,-800.0,E001382,AB
Clearing Document 200005337,-800.0,,
110000735,-700.0,E001353,AB
Clearing Document 200005362,-700.0,,
110000710,-160.0,E001136,AB
Clearing Document 200005398,-160.0,,
110000565,-421.15,E001497,AB
110000566,-722.42,E001497,AB
110000567,-29.75,E001497,AB
Clearing Document 200005402,-1173.32,,
110000718,-500.0,E001380,AB
Clearing Document 200005435,-500.0,,
110000741,-500.0,E001444,AB
Clearing Document 200005436,-500.0,,
110000603,-476.8,E000199,AB
Clearing Document 200005491,-476.8,,
110000615,-40.8,E000358,AB
110000616,-46.75,E000358,AB
Clearing Document 200005492,-87.55,,
110000604,-303.3,E000384,AB
Clearing Document 200005493,-303.3,,
110000612,-205.0,E000572,AB
110000613,-572.5,E000572,AB
Clearing Document 200005494,-777.5,,
110000605,-117.6,E000790,AB
110000606,-131.1,E000790,AB
110000607,-131.1,E000790,AB
110000608,-131.1,E000790,AB
110000609,-129.1,E000790,AB
110000610,-131.1,E000790,AB
110000614,-6.8,E000790,AB
Clearing Document 200005495,-777.9,,
110000599,-271.47,E001367,AB
Clearing Document 200005496,-271.47,,
110000763,-143.5,E001050,AB
Clearing Document 200005532,-143.5,,
110000765,-27.5,E000487,AB
110000766,-177.5,E000487,AB
Clearing Document 200005533,-205.0,,
110000742,-106.9,E001034,AB
Clearing Document 200005534,-106.9,,
110000790,-542.95,E001273,AB
Clearing Document 200005549,-542.95,,
110000769,-170.0,E001276,AB
Clearing Document 200005550,-170.0,,
110000808,-300.0,E000633,AB
Clearing Document 200005557,-300.0,,
110000809,-300.0,E000767,AB
Clearing Document 200005558,-300.0,,
110000802,-20.0,E001039,AB
Clearing Document 200005560,-20.0,,
110000803,-40.0,E001437,AB
Clearing Document 200005561,-40.0,,
110000801,-20.0,E001501,AB
Clearing Document 200005562,-20.0,,
110000804,-189.0,E000769,AB
Clearing Document 200005575,-189.0,,
110000805,-192.0,E001403,AB
Clearing Document 200005576,-192.0,,
110000806,-976.12,E000642,AB
Clearing Document 200005596,-976.12,,
110000807,-546.25,E001546,AB
Clearing Document 200005597,-546.25,,
110000800,-1096.25,E001405,AB
Clearing Document 200005608,-1096.25,,
110000611,-670.31,E000253,AB
Clearing Document 200005613,-670.31,,
110000830,-55.61,E001077,AB
Clearing Document 200005658,-55.61,,
110000829,-624.0,E000866,AB
Clearing Document 200005659,-624.0,,
110000833,-200.0,E001292,AB
Clearing Document 200005673,-200.0,,
110000796,-57.5,E000032,AB
Clearing Document 200005680,-57.5,,
110000795,-173.88,E000079,AB
Clearing Document 200005681,-173.88,,
110000783,-832.91,E000690,AB
110000784,-260.45,E000690,AB
110000785,1232.91,E000690,AB
110000786,-1192.91,E000690,AB
Clearing Document 200005682,-1053.36,,
110000787,-70.82,E000984,AB
110000788,-20.0,E000984,AB
110000789,-72.65,E000984,AB
Clearing Document 200005683,-163.47,,
110000797,-216.66,E001262,AB
Clearing Document 200005684,-216.66,,
110000793,-73.99,E001271,AB
Clearing Document 200005685,-73.99,,
110000794,-470.9,E001469,AB
Clearing Document 200005686,-470.9,,
110000764,-71.0,E000260,AB
110000792,-84.35,E000260,AB
Clearing Document 200005687,-155.35,,
110000771,-1180.0,E000264,AB
110000772,-165.0,E000264,AB
110000773,-350.0,E000264,AB
Clearing Document 200005688,-1695.0,,
110000767,-525.0,E000279,AB
110000768,-628.0,E000279,AB
Clearing Document 200005689,-1153.0,,
110000770,-491.0,E000609,AB
Clearing Document 200005690,-491.0,,
110000799,-32.0,E000633,AB
Clearing Document 200005691,-32.0,,
110000774,-100.66,E000719,AB
110000775,-44.0,E000719,AB
Clearing Document 200005692,-144.66,,
110000814,-125.8,E000971,AB
Clearing Document 200005693,-125.8,,
110000762,-87.3,E001110,AB
Clearing Document 200005694,-87.3,,
110000815,-125.8,E001114,AB
Clearing Document 200005695,-125.8,,
110000813,-118.9,E001389,AB
Clearing Document 200005696,-118.9,,
110000776,-48.19,E001401,AB
110000777,-51.05,E001401,AB
110000778,-38.25,E001401,AB
Clearing Document 200005697,-137.49,,
110000832,-201.0,E001503,AB
Clearing Document 200005751,-201.0,,
110000831,-201.0,E001508,AB
Clearing Document 200005752,-201.0,,
110000811,-254.04,E001392,AB
Clearing Document 200005777,-254.04,,
110000812,-253.6,E001516,AB
Clearing Document 200005778,-253.6,,
110000883,-621.0,E000222,AB
Clearing Document 200005782,-621.0,,
110000847,-45.1,E000272,AB
Clearing Document 200005783,-45.1,,
110000848,-63.2,E001081,AB
Clearing Document 200005784,-63.2,,
110000849,-90.0,E001424,AB
Clearing Document 200005785,-90.0,,
110000858,-212.4,E000589,AB
Clearing Document 200005797,-212.4,,
